"","53ea7f0500e5790843000001","53ec1ba3adfd950841000000","53ecff906ce61cfb2e000004","53ed01cceab72a9241000000","53ed5839a9a0b1572a000000","53f12e1eee140fba78000001","53f29bcb6ce61ce921000000","53f330abee140fd373000003","53f37f54a9a0b13220000001","53f3c020eab72a0d71000002"
"C. C., 90046",0,0,0,0,0,0,1,0,0,0
"N. R., 89523",0,0,0,0,0,0,1,0,0,0
"S. P., 95358",0,0,0,0,0,0,1,0,0,0
"C. G., 43701",0,0,0,0,0,0,1,0,0,0
"P. H., 95070",0,0,0,0,0,0,1,0,0,0
"A. B., 75024",0,0,0,0,0,0,1,0,0,0
"W. L., 84532",0,0,0,0,0,0,1,0,0,0
"C. C., 10001",0,0,0,0,0,0,1,0,0,0
"N. S., 63074",0,0,0,0,0,0,1,0,0,0
"D. G., 23224",0,0,0,0,0,0,1,0,0,0
"M. Z., 01844",0,0,0,0,0,0,1,0,0,0
"T. R., 12345",0,0,0,0,0,0,1,0,0,0
"C. G., 92114",0,0,0,0,0,0,1,0,0,0
"A. C., 60107",0,0,0,0,0,0,1,0,0,0
"L. D., 44115",0,0,0,0,0,0,1,0,0,0
"S. L., 30039",0,0,0,0,0,0,1,0,0,0
"A. R., 95315",0,0,0,0,0,0,1,0,0,0
"A. L., 76112",0,0,0,0,0,0,1,0,0,0
"C. E., 80016",0,0,0,0,0,0,1,0,0,0
"T. G., 01843",0,0,0,0,0,0,1,0,0,0
"C. B., 63130",0,0,0,0,0,0,1,0,0,0
"V. R., 33432",0,0,0,0,0,0,1,0,0,0
"M. P., 95358",0,0,0,0,0,0,1,0,0,0
"J. E., 11798",0,0,0,0,0,0,1,0,0,0
"R. J., 27406",0,0,0,0,0,0,1,0,0,0
"L. B., 33521",0,0,0,0,0,0,1,0,0,0
"J. S., 35020",0,0,0,0,0,0,1,0,0,0
"A. M., 48067",0,0,0,0,0,0,1,0,0,0
"J. G., 73944",0,0,0,0,0,0,1,0,0,0
"K. Y., 08876",0,0,0,0,0,0,1,0,0,0
"W. M., 70118",0,0,0,0,0,0,1,0,0,0
"D. B., 21218",0,0,0,0,0,0,1,0,0,0
"A. W., 43213",0,0,0,0,0,0,1,0,0,0
"J. B., 30088",0,0,0,0,0,0,1,0,0,0
"D. J., 62040",0,0,0,0,0,0,1,0,0,0
"M. S., 98277",0,0,0,0,0,0,1,0,0,0
"B. H., M3C 4G8",0,0,0,0,0,0,1,0,0,0
"K. B., 77074",0,0,0,0,0,0,1,0,0,0
"Z. D., 48228",0,0,0,0,0,0,1,0,0,0
"C. H., SS3 9LE",0,0,0,0,0,0,1,0,0,0
"A. I., 07604",0,0,0,0,0,0,1,0,0,0
"E. L., 53209",0,0,0,0,0,0,1,0,0,0
"R. L., 11238",0,0,0,0,0,0,1,0,0,0
"T. D., 02301",0,0,0,0,0,0,1,0,0,0
"A. O., A.Z.",0,0,0,0,0,0,0,1,0,0
"R. F., 85258",0,0,0,0,0,0,0,1,0,0
"N. E., 606570",0,0,0,0,0,0,0,1,0,0
"M. E., t2p 2t4",0,0,0,0,0,0,0,1,0,0
"D. F., 2012",0,0,0,0,0,0,0,1,0,0
"x. x., 187781",0,0,0,0,0,0,0,1,0,0
"V. T., 614039",0,0,0,0,0,0,0,1,0,0
"I. S., 32703",0,0,0,0,0,0,0,1,0,0
"S. G., 14975",0,0,0,0,0,0,0,1,0,0
"M. E., 45056",0,0,0,0,0,0,0,1,0,0
"B. T., 89108",0,0,0,0,0,0,0,1,0,0
"x. x., 309392",0,0,0,0,0,0,0,1,0,0
"M. A., 72544",0,0,0,0,0,0,0,1,0,0
"D. P., 33420",0,0,0,0,0,0,0,1,0,0
"O. J., 12000",0,0,0,0,0,0,0,1,0,0
"U. T., 33139",0,0,0,0,0,0,0,1,0,0
"A. D., 45677",0,0,0,0,0,0,0,1,0,0
"T. K., 70030",0,0,0,0,0,0,0,1,0,0
"x. x., x?x",0,0,0,0,0,0,0,1,0,0
"I. T., 09244",0,0,0,0,0,0,0,1,0,0
"A. K., 50012",0,0,0,0,0,0,0,1,0,0
"B. L., L22 2BE",0,0,0,0,0,0,0,1,0,0
"M. H., 41201",0,0,0,0,0,0,0,1,0,0
"G. R., 60067",0,0,0,0,0,0,0,1,0,0
"x. x., 248030",0,0,0,0,0,0,0,1,0,0
"x. x., 198095",0,0,0,0,0,0,0,1,0,0
"P. H., 8270",0,0,0,0,0,0,0,1,0,0
"G. B., 06379",0,0,0,0,0,0,0,1,0,0
"S. T., 1935427",0,0,0,0,0,0,0,1,0,0
"T. P., 25751",0,0,0,0,0,0,0,1,0,0
"J. G., 95350",0,0,0,0,0,0,0,1,0,0
"T. P., 60634",0,0,0,0,0,0,0,1,0,0
"E. S., 64118",0,0,0,0,0,0,0,1,0,0
"T. E., 91722",0,0,0,0,0,0,0,1,0,0
"S. H., 02148",0,0,0,0,0,0,0,1,0,0
"S. S., 97017",0,0,0,0,0,0,0,1,0,0
"C. B., 06339",0,0,0,0,0,0,0,1,0,0
"R. Y., 70800",0,0,0,0,0,0,0,1,0,0
"S. J., 2480",0,0,0,0,0,0,0,1,0,0
"M. M., 50012",0,0,0,0,0,0,0,1,0,0
"L. M., 10100",0,0,0,0,0,0,0,1,0,0
"T. M., 65029",0,0,0,0,0,0,0,1,0,0
"E. B., 59801",0,0,0,0,0,0,0,1,0,0
"x. x., 440000",0,0,0,0,0,0,0,1,0,0
"J. H., 27407",0,0,0,0,0,0,0,1,0,0
"M. S., 03109",0,0,0,0,0,0,0,1,0,0
"A. S., 65033",0,0,0,0,0,0,0,1,0,0
"M. D., 76248",0,0,0,0,0,0,0,1,0,0
"G. B., 78229",0,0,0,0,0,0,0,1,0,0
"x. x., Zip",0,0,0,0,0,0,0,1,0,0
"V. P., 432066",0,0,0,0,0,0,0,1,0,0
"O. B., 99065",0,0,0,0,0,0,0,1,0,0
"x. x., 450059",0,0,0,0,0,0,0,1,0,0
"A. M., 33196",0,0,0,0,0,0,0,1,0,0
"A. S., 191028",0,0,0,0,0,0,0,1,0,0
"x. x., 404132",0,0,0,0,0,0,0,1,0,0
"A. W., 24103",0,0,0,0,0,0,0,1,0,0
"N. L., 95119",0,0,0,0,0,0,0,1,0,0
"J. Z., 76018",0,0,0,0,0,0,0,1,0,0
"R. M., 76108",0,0,0,0,0,0,0,1,0,0
"O. D., O.D.",0,0,0,0,0,0,0,1,0,0
"J. H., 11218-4719",0,0,0,0,0,0,0,1,0,0
"U. S., 1018",0,0,0,0,0,0,0,1,0,0
"S. K., 80125",0,0,0,0,0,0,0,1,0,0
"O. S., 11000",0,0,0,0,0,0,0,1,0,0
"O. B., 080016",0,0,0,0,0,0,0,1,0,0
"A. G., 97070",0,0,0,0,0,0,0,1,0,0
"A. T., 142108",0,0,0,0,0,0,0,1,0,0
"A. N., 1030",0,0,0,0,0,0,0,1,0,0
"A. P., A.P.",0,0,0,0,0,0,0,1,0,0
"M. P., 82101",0,0,0,0,0,0,0,1,0,0
"M. G., 78628",0,0,0,0,0,0,0,1,0,0
"S. M., 21804",0,0,0,0,0,0,0,1,0,0
"I. A., 08034",0,0,0,0,0,0,0,1,0,0
"x. x., 517",0,0,0,0,0,0,0,1,0,0
"P. H., 85110",0,0,0,0,0,0,0,1,0,0
"x. x., 678174",0,0,0,0,0,0,0,1,0,0
"T. L., 1111",0,0,0,0,0,0,0,1,0,0
"J. C., 94952",0,0,0,0,0,0,0,1,0,0
"R. S., 76361",0,0,0,0,0,0,0,1,0,0
"x. x., 445028",0,0,0,0,0,0,0,1,0,0
"I. G., 91335",0,0,0,0,0,0,0,1,0,0
"T. V., 24609",0,0,0,0,0,0,0,1,0,0
"A. M., 625048",0,0,0,0,0,0,0,1,0,0
"V. K., 634041",0,0,0,0,0,0,0,1,0,0
"Y. A., UA51",0,0,0,0,0,0,0,1,0,0
"Y. G., 195271",0,0,0,0,0,0,0,1,0,0
"M. D., 60090",0,0,0,0,0,0,0,1,0,0
"A. A., 28540",0,0,0,0,0,0,0,1,0,0
"J. K., 22902",0,0,0,0,0,0,0,1,0,0
"x. x., 454031",0,0,0,0,0,0,0,1,0,0
"V. K., 69006",0,0,0,0,0,0,0,1,0,0
"S. P., 298200",0,0,0,0,0,0,0,1,0,0
"N. L., 2122",0,0,0,0,0,0,0,1,0,0
"T. P., 76010",0,0,0,0,0,0,0,1,0,0
"D. S., 11000",0,0,0,0,0,0,0,1,0,0
"A. C., 2060",0,0,0,0,0,0,0,1,0,0
"D. R., 08-440",0,0,0,0,0,0,0,1,0,0
"I. H., 36301",0,0,0,0,0,0,0,1,0,0
"A. K., 125445",0,0,0,0,0,0,0,1,0,0
"P. A., 5129",0,0,0,0,0,0,0,1,0,0
"A. M., 295022",0,0,0,0,0,0,0,1,0,0
"R. B., 40213",0,0,0,0,0,0,0,1,0,0
"P. S., 32609",0,0,0,0,0,0,0,1,0,0
"B. H., 37865",0,0,0,0,0,0,0,1,0,0
"R. P., GL17 9UB",0,0,0,0,0,0,0,1,0,0
"D. W., 75081",0,0,0,0,0,0,0,1,0,0
"S. A., 67401",0,0,0,0,0,0,0,1,0,0
"L. N., 08001",0,0,0,0,0,0,0,1,0,0
"A. I., 662600",0,0,0,0,0,0,0,1,0,0
"P. A., 49720",0,0,0,0,0,0,0,1,0,0
"K. D., 432000",0,0,0,0,0,0,0,1,0,0
"V. K., 299000",0,0,0,0,0,0,0,1,0,0
"x. x., 299038",0,0,0,0,0,0,0,1,0,0
"x. x., 344016",0,0,0,0,0,0,0,1,0,0
"P. A., 224000",0,0,0,0,0,0,0,1,0,0
"M. B., 91304",0,0,0,0,0,0,0,1,0,0
"I. K., 70030",0,0,0,0,0,0,0,1,0,0
"C. N., 32464",0,0,0,0,0,0,0,1,0,0
"x. x., 123423",0,0,0,0,0,0,0,1,0,0
"L. P., 17319",0,0,0,0,0,0,0,1,0,0
"R. W., 39042",0,0,0,0,0,0,0,1,0,0
"Y. G., 80-855",0,0,0,0,0,0,0,1,0,0
"M. P., 111000",0,0,0,0,0,0,0,1,0,0
"S. V., 184255",0,0,0,0,0,0,0,1,0,0
"E. K., 729033",0,0,0,0,0,0,0,1,0,0
"M. K., 11033",0,0,0,0,0,0,0,1,0,0
"L. P., 60631",0,0,0,0,0,0,0,1,0,0
"A. L., 08817",0,0,0,0,0,0,0,1,0,0
"x. x., 610008",0,0,0,0,0,0,0,1,0,0
"E. B., 9002",0,0,0,0,0,0,0,1,0,0
"A. E., 94015",0,0,0,0,0,0,0,1,0,0
"O. M., 5151",0,0,0,0,0,0,0,1,0,0
"A. N., 109443",0,0,0,0,0,0,0,1,0,0
"J. N., 10917",0,0,0,0,0,0,0,1,0,0
"C. S., 76008",0,0,0,0,0,0,0,1,0,0
"T. N., 79401",0,0,0,0,0,0,0,1,0,0
"V. I., 67701",0,0,0,0,0,0,0,1,0,0
"N. E., 628400",0,0,0,0,0,0,0,1,0,0
"L. V., V3M 3X8",0,0,0,0,0,0,0,1,0,0
"G. G., 194291",0,0,0,0,0,0,0,1,0,0
"P. K., 28401",0,0,0,0,0,0,0,1,0,0
"P. S., 610025",0,0,0,0,0,0,0,1,0,0
"R. J., 18336",0,0,0,0,0,0,0,1,0,0
"E. B., 195276",0,0,0,0,0,0,0,1,0,0
"V. F., 33004",0,0,0,0,0,0,0,1,0,0
"A. A., 84100",0,0,0,0,0,0,0,1,0,0
"A. C., 98230",0,0,0,0,0,0,0,1,0,0
"J. J., 02896",0,0,0,0,0,0,0,1,0,0
"E. P., 426063",0,0,0,0,0,0,0,1,0,0
"S. W., 58507",0,0,0,0,0,0,0,1,0,0
"J. E., 23323",0,0,0,0,0,0,0,1,0,0
"A. A., 644023",0,0,0,0,0,0,0,1,0,0
"N. S., 100190",0,0,0,0,0,0,0,1,0,0
"A. G., 49100",0,0,0,0,0,0,0,1,0,0
"S. R., 92401",0,0,0,0,0,0,0,1,0,0
"V. G., 454078",0,0,0,0,0,0,0,1,0,0
"J. T., 48042",0,0,0,0,0,0,0,1,0,0
"G. H., 22603",0,0,0,0,0,0,0,1,0,0
"L. H., 08854",0,0,0,0,0,0,0,1,0,0
"K. G., 1111",0,0,0,0,0,0,0,1,0,0
"R. J., 78218",0,0,0,0,0,0,0,1,0,0
"x. x., 112041",0,0,0,0,0,0,0,1,0,0
"A. G., 41535",0,0,0,0,0,0,0,1,0,0
"N. Y., 628464",0,0,0,0,0,0,0,1,0,0
"x. x., 454078",0,0,0,0,0,0,0,1,0,0
"C. S., 83713",0,0,0,0,0,0,0,1,0,0
"A. S., 6713205",0,0,0,0,0,0,0,1,0,0
"W. S., 75088",0,0,0,0,0,0,0,1,0,0
"N. B., 99046",0,0,0,0,0,0,0,1,0,0
"L. P., H1H3S4",0,0,0,0,0,0,0,1,0,0
"E. N., 6900",0,0,0,0,0,0,0,1,0,0
"x. x., 070003",0,0,0,0,0,0,0,1,0,0
"S. N., 151",0,0,0,0,0,0,0,1,0,0
"I. E., 9002",0,0,0,0,0,0,0,1,0,0
"K. S., 15521",0,0,0,0,0,0,0,1,0,0
"N. K., 93711",0,0,0,0,0,0,0,1,0,0
"A. L., 60137",0,0,0,0,0,0,0,1,0,0
"M. A., 453303",0,0,0,0,0,0,0,1,0,0
"x. x., 020000",0,0,0,0,0,0,0,1,0,0
"A. T., 414414",0,0,0,0,0,0,0,1,0,0
"M. L., 48197",0,0,0,0,0,0,0,1,0,1
"R. A., 49000",0,0,0,0,0,0,0,1,0,0
"x. x., 61146",0,0,0,0,0,0,0,1,0,0
"J. K., 75500",0,0,0,0,0,0,0,1,0,0
"J. E., 94589",0,0,0,0,0,0,0,1,0,0
"P. x., 28002",0,0,0,0,0,0,0,1,0,0
"A. P., 680007",0,0,0,0,0,0,0,1,0,0
"T. K., 72525",0,0,0,0,0,0,0,1,0,0
"x. x., 163020",0,0,0,0,0,0,0,1,0,0
"D. B., 10030",0,0,0,0,0,0,0,1,0,0
"I. Z., 115477",0,0,0,0,0,0,0,1,0,0
"M. Z., 41503",0,0,0,0,0,0,0,1,0,0
"I. T., 123423",0,0,0,0,0,0,0,1,0,0
"O. K., 43186",0,0,0,0,0,0,0,1,0,0
"T. C., 95821",0,0,0,0,0,0,0,1,0,0
"J. J., 76701",0,0,0,0,0,0,0,1,0,0
"I. P., 35005",0,0,0,0,0,0,0,1,0,0
"x. x., 272",0,0,0,0,0,0,0,1,0,0
"A. R., 46000",0,0,0,0,0,0,0,1,0,0
"G. A., 65122",0,0,0,0,0,0,0,1,0,0
"L. D., 67401",0,0,0,0,0,0,0,1,0,0
"R. B., 25312",0,0,0,0,0,0,0,1,0,0
"x. x., 422570",0,0,0,0,0,0,0,1,0,0
"E. P., 98230",0,0,0,0,0,0,0,1,0,0
"R. D., 33614",0,0,0,0,0,0,0,1,0,0
"E. G., 48315",0,0,0,0,0,0,0,1,0,0
"x. x., 656057",0,0,0,0,0,0,0,1,0,0
"I. N., 198323",0,0,0,0,0,0,0,1,0,0
"K. K., 100011",0,0,0,0,0,0,0,1,0,0
"P. C., 19335",0,0,0,0,0,0,0,1,0,1
"A. P., 441320",0,0,0,0,0,0,0,1,0,0
"E. P., 75238",0,0,0,0,0,0,0,1,0,0
"R. H., 95355",0,0,0,0,0,0,0,1,0,0
"L. L., 614083",0,0,0,0,0,0,0,1,0,0
"J. G., 45439",0,0,0,0,0,0,0,1,0,0
"A. H., 97114",0,0,0,0,0,0,0,1,0,0
"K. K., 77573",0,0,0,0,0,0,0,1,0,0
"S. K., MD2005",0,0,0,0,0,0,0,1,0,0
"J. H., 85032",0,0,0,0,0,0,0,1,0,0
"x. x., 111401",0,0,0,0,0,0,0,1,0,0
"N. S., 400053",0,0,0,0,0,0,0,1,0,0
"R. P., 119334",0,0,0,0,0,0,0,1,0,0
"E. B., 54217",0,0,0,0,0,0,0,1,0,0
"x. x., 352831",0,0,0,0,0,0,0,1,0,0
"x. x., 19003",0,0,0,0,0,0,0,1,0,0
"P. N., 15500",0,0,0,0,0,0,0,1,0,0
"E. V., 614000",0,0,0,0,0,0,0,1,0,0
"D. F., 99045",0,0,0,0,0,0,0,1,0,0
"P. S., 92658",0,0,0,0,0,0,0,1,0,0
"H. M., 02904",0,0,0,0,0,0,0,1,0,0
"F. C., 59439",0,0,0,0,0,0,0,1,0,0
"S. J., 20737",0,0,0,0,0,0,0,1,0,0
"B. L., 97404",0,0,0,0,0,0,0,1,0,0
"A. x., 19003",0,0,0,0,0,0,0,1,0,0
"S. V., 109369",0,0,0,0,0,0,0,1,0,0
"Z. Z., 19000",0,0,0,0,0,0,0,1,0,0
"A. S., 08001",0,0,0,0,0,0,0,1,0,0
"x. x., 07300",0,0,0,0,0,0,0,1,0,0
"J. T., 28713",0,0,0,0,0,0,0,1,0,0
"J. T., 164515",0,0,0,0,0,0,0,1,0,0
"A. A., 193230",0,0,0,0,0,0,0,1,0,0
"Y. S., 90020",0,0,0,0,0,0,0,1,0,0
"A. C., 28105",0,0,0,0,0,0,0,1,0,0
"A. L., 188960",0,0,0,0,0,0,0,1,0,0
"E. P., 007",0,0,0,0,0,0,0,1,0,0
"V. K., 08310",0,0,0,0,0,0,0,1,0,0
"M. G., 14513",0,0,0,0,0,0,0,1,0,0
"A. G., 908070",0,0,0,0,0,0,0,1,0,0
"L. L., 02177",0,0,0,0,0,0,0,1,0,0
"Y. Y., 00118",0,0,0,0,0,0,0,1,0,0
"K. K., 03199",0,0,0,0,0,0,0,1,0,0
"x. x., 68000",0,0,0,0,0,0,0,1,0,0
"x. x., 197265",0,0,0,0,0,0,0,1,0,0
"R. K., 655158",0,0,0,0,0,0,0,1,0,0
"M. C., 74745",0,0,0,0,0,0,0,1,0,0
"I. I., 65014",0,0,0,0,0,0,0,1,0,0
"J. M., 29464",0,0,0,0,0,0,0,1,0,0
"Y. L., 65063",0,0,0,0,0,0,0,1,0,0
"A. B., 8804",0,0,0,0,0,0,0,1,0,0
"M. K., 73000",0,0,0,0,0,0,0,1,0,0
"I. S., NR17 2NJ",0,0,0,0,0,0,0,1,0,0
"x. x., 690013",0,0,0,0,0,0,0,1,0,0
"E. M., 93257",0,0,0,0,0,0,0,1,0,0
"E. L., 23093",0,0,0,0,0,0,0,1,0,0
"E. T., 109052",0,0,0,0,0,0,0,1,0,0
"G. Y., 08832",0,0,0,0,0,0,0,1,0,0
"C. S., 25165",0,0,0,0,0,0,0,1,0,0
"T. P., Auckland",0,0,0,0,0,0,0,1,0,0
"C. M., 06001",0,0,0,0,0,0,0,1,0,0
"R. T., 014 01",0,0,0,0,0,0,0,1,0,0
"B. A., 58190",0,0,0,0,0,0,0,1,0,0
"I. S., 125362",0,0,0,0,0,0,0,1,0,0
"I. K., 116",0,0,0,0,0,0,0,1,0,0
"L. M., 453103",0,0,0,0,0,0,0,1,0,0
"I. M., 150064",0,0,0,0,0,0,0,1,0,0
"N. N., vov831",0,0,0,0,0,0,0,1,0,0
"V. K., 96204",0,0,0,0,0,0,0,1,0,0
"K. M., 603155",0,0,0,0,0,0,0,1,0,0
"N. A., 117588",0,0,0,0,0,0,0,1,0,0
"C. V., 10034",0,0,0,0,0,0,0,1,0,0
"V. S., 392020",0,0,0,0,0,0,0,1,0,0
"J. S., 69005",0,0,0,0,0,0,0,1,0,0
"T. B., 19152",0,0,0,0,0,0,0,0,1,0
"B. D., 98597",0,0,0,0,0,0,0,0,1,0
"R. W., L0E 1L0",0,0,0,0,0,0,0,0,1,0
"J. D., 07631",0,0,0,0,0,0,0,0,1,0
"I. A., 48849",0,0,0,0,0,0,0,0,1,0
"K. H., 20121",0,0,0,0,0,0,0,0,1,0
"D. D., 98629",0,0,0,0,0,0,0,0,1,0
"E. R., 94538",0,0,0,0,0,0,0,0,1,0
"T. C., 44707",0,0,0,0,0,0,0,0,1,0
"J. F., L8G 4G8",0,0,0,0,0,0,0,0,1,0
"D. T., 87102",0,0,0,0,0,0,0,0,1,0
"B. M., L1G7B2",0,0,0,0,0,0,0,0,1,0
"M. F., 61761",0,0,0,0,0,0,0,0,1,0
"S. M., 90278",0,0,0,0,0,0,0,0,1,0
"D. P., 38501",0,0,0,0,0,0,0,0,1,0
"G. P., 33615",0,0,0,0,0,0,0,0,1,0
"J. A., 29687",0,0,0,0,0,0,0,0,1,0
"E. H., 92683",0,0,0,0,0,0,0,0,1,0
"A. L., 92054",0,0,0,0,0,0,0,0,1,0
"M. M., 66061",0,0,0,0,0,0,0,0,1,0
"C. D., 80003",0,0,0,0,0,0,0,0,1,0
"D. W., 98498-3315",0,0,0,0,0,0,0,0,1,0
"M. R., 11204",0,0,0,0,0,0,0,0,1,0
"M. R., 42355",0,0,0,0,0,0,0,0,1,0
"S. D., 46052",0,0,0,0,0,0,0,0,1,0
"D. H., 32839",0,0,0,0,0,0,0,0,1,0
"M. L., 46013-2248",0,0,0,0,0,0,0,0,1,0
"J. R., 78228",0,0,0,0,0,0,0,0,1,0
"J. E., 48625",0,0,0,0,0,0,0,0,1,0
"A. T., 28311",0,0,0,0,0,0,0,0,1,0
"J. K., 90740",0,0,0,0,0,0,0,0,1,0
"C. H., 59715",0,0,0,0,0,0,0,0,1,0
"J. C., 81424",0,0,0,0,0,0,0,0,1,0
"K. G., 52241",0,0,0,0,0,0,0,0,1,0
"D. B., 89434",0,0,0,0,0,0,0,0,1,0
"J. V., 78230",0,0,0,0,0,0,0,0,1,0
"R. F., 44240",0,0,0,0,0,0,0,0,1,0
"G. P., 96830",0,0,0,0,0,0,0,0,1,0
"R. S., 30329",0,0,0,0,0,0,0,0,1,0
"T. J., 32254",0,0,0,0,0,0,0,0,1,0
"M. M., 60435",0,0,0,0,0,0,0,0,1,0
"T. S., 32825",0,0,0,0,0,0,0,0,1,0
"J. W., 36695",0,0,0,0,0,0,0,0,1,0
"P. T., 55804",0,0,0,0,0,0,0,0,1,0
"J. H., 32953",0,0,0,0,0,0,0,0,1,0
"J. M., 46143",0,0,0,0,0,0,0,0,1,0
"L. C., 90044",0,0,0,0,0,0,0,0,1,0
"D. B., 29205",0,0,0,0,0,0,0,0,1,0
"J. F., 44444",0,0,0,0,0,0,0,0,1,0
"J. P., 95336",0,0,0,0,0,0,0,0,1,0
"B. H., 15237",0,0,0,0,0,0,0,0,1,0
"A. T., 34488",0,0,0,0,0,0,0,0,1,0
"P. A., 35173",0,0,0,0,0,0,0,0,1,0
"G. B., 19510",0,0,0,0,0,0,0,0,1,1
"P. J., 14425",0,0,0,0,0,0,0,0,1,0
"B. F., 55768",0,0,0,0,0,0,0,0,1,0
"L. G., 29063",0,0,0,0,0,0,0,0,1,0
"R. B., 67735",0,0,0,0,0,0,0,0,1,0
"S. J., 91335",0,0,0,0,0,0,0,0,1,0
"T. S., 85304",0,0,0,0,0,0,0,0,1,0
"A. H., 23452",0,0,0,0,0,0,0,0,1,0
"J. D., 71106",0,0,0,0,0,0,0,0,1,0
"C. W., 78504",0,0,0,0,0,0,0,0,1,0
"C. P., 32608",0,0,0,0,0,0,0,0,1,0
"D. W., 37122",0,0,0,0,0,0,0,0,1,0
"M. F., 33817",0,0,0,0,0,0,0,0,1,0
"R. C., 77068",0,0,0,0,0,0,0,0,1,0
"L. E., 43604",0,0,0,0,0,0,0,0,1,0
"J. G., 48306",0,0,0,0,0,0,0,0,1,0
"J. H., 72046",0,0,0,0,0,0,0,0,1,0
"R. W., 12180",0,0,0,0,0,0,0,0,1,0
"E. B., 77836-0909",0,0,0,0,0,0,0,0,1,0
"S. A., 54665",0,0,0,0,0,0,0,0,1,0
"F. S., 89081",0,0,0,0,0,0,0,0,1,0
"L. N., 34990",0,0,0,0,0,0,0,0,1,0
"G. O., 85006",0,0,0,0,0,0,0,0,1,0
"I. B., 37825",0,0,0,0,0,0,0,0,1,0
"M. T., 44105",0,0,0,0,0,0,0,0,1,0
"J. C., 03603",0,0,0,0,0,0,0,0,1,0
"D. B., 28771",0,0,0,0,0,0,0,0,1,0
"V. P., 32060",0,0,0,0,0,0,0,0,1,0
"K. F., 13090",0,0,0,0,0,0,0,0,1,0
"D. G., 92037",0,0,0,0,0,0,0,0,1,0
"M. S., 33539",0,0,0,0,0,0,0,0,1,0
"M. H., 17022",0,0,0,0,0,0,0,0,1,0
"M. S., 28806",0,0,0,0,0,0,0,0,1,0
"N. M., 80915",0,0,0,0,0,0,0,0,1,0
"B. P., 92407",0,0,0,0,0,0,0,0,1,0
"G. O., 19809",0,0,0,0,0,0,0,0,1,0
"L. B., 77041",0,0,0,0,0,0,0,0,1,0
"C. K., 48356",0,0,0,0,0,0,0,0,1,0
"L. S., 97103",0,0,0,0,0,0,0,0,1,0
"B. H., 98273",0,0,0,0,0,0,0,0,1,0
"J. W., 99207",0,0,0,0,0,0,0,0,1,0
"S. B., 94521",0,0,0,0,0,0,0,0,1,0
"K. J., 70119",0,0,0,0,0,0,0,0,1,0
"M. S., 39534",0,0,0,0,0,0,0,0,1,0
"S. B., 78746",0,0,0,0,0,0,0,0,1,0
"S. K., 63944",0,0,0,0,0,0,0,0,1,0
"D. L., 34773",0,0,0,0,0,0,0,0,1,0
"P. B., 87114",0,0,0,0,0,0,0,0,1,0
"C. D., 89143",0,0,0,0,0,0,0,0,1,0
"M. C., 90011",0,0,0,0,0,0,0,0,1,0
"J. Q., 10304",0,0,0,0,0,0,0,0,1,0
"J. R., 27954",0,0,0,0,0,0,0,0,1,0
"M. S., 94517",0,0,0,0,0,0,0,0,1,0
"E. D., 54914",0,0,0,0,0,0,0,0,1,0
"J. H., 46214",0,0,0,0,0,0,0,0,1,0
"L. M., 24019",0,0,0,0,0,0,0,0,1,0
"A. D., 95954",0,0,0,0,0,0,0,0,1,0
"D. K., 45150",0,0,0,0,0,0,0,0,1,0
"D. B., 63031",0,0,0,0,0,0,0,0,1,0
"R. W., 32811",0,0,0,0,0,0,0,0,1,0
"K. M., 90094",0,0,0,0,0,0,0,0,1,0
"T. P., 96713",0,0,0,0,0,0,0,0,1,0
"S. G., 75218",0,0,0,0,0,0,0,0,1,0
"J. S., 85248",0,0,0,0,0,0,0,0,1,0
"D. S., 77598",0,0,0,0,0,0,0,0,1,0
"S. B., 78748",0,0,0,0,0,0,0,0,1,0
"J. E., 29687",0,0,0,0,0,0,0,0,1,0
"J. M., 85282",0,0,0,0,0,0,0,0,1,0
"J. N., 26187",0,0,0,0,0,0,0,0,1,0
"C. K., 34209",0,0,0,0,0,0,0,0,1,0
"F. D., 33172",0,0,0,0,0,0,0,0,1,0
"S. M., 85006",0,0,0,0,0,0,0,0,1,0
"S. E., 85029",0,0,0,0,0,0,0,0,1,0
"L. R., 32837",0,0,0,0,0,0,0,0,1,0
"J. L., 60620",0,0,0,0,0,0,0,0,1,0
"E. A., 91913",0,0,0,0,0,0,0,0,1,0
"I. F., 78504",0,0,0,0,0,0,0,0,1,0
"L. Q., 02151",0,0,0,0,0,0,0,0,1,0
"T. M., 43613",0,0,0,0,0,0,0,0,1,0
"K. B., 28110",0,0,0,0,0,0,0,0,1,0
"B. F., 27104",0,0,0,0,0,0,0,0,1,0
"F. B., 43015",0,0,0,0,0,0,0,0,1,0
"R. N., 30363",0,0,0,0,0,0,0,0,1,0
"L. L., 68507",0,0,0,0,0,0,0,0,1,0
"R. M., 38138",0,0,0,0,0,0,0,0,1,0
"D. B., 55119",0,0,0,0,0,0,0,0,1,0
"C. H., 05751",0,0,0,0,0,0,0,0,1,0
"J. D., 97301",0,0,0,0,0,0,0,0,1,1
"J. O., 07724",0,0,0,0,0,0,0,0,1,0
"S. S., 85304",0,0,0,0,0,0,0,0,1,1
"M. P., 86442",0,0,0,0,0,0,0,0,1,0
"J. H., 92056",0,0,0,0,0,0,0,0,1,0
"T. N., 33132",0,0,0,0,0,0,0,0,1,0
"M. F., 29385",0,0,0,0,0,0,0,0,1,0
